description,location,true_label,type
Juventud en lucha para que #NoNosJodanLaVida . ¡Construyamos un #NuevoPaís! Área de Juventud de @iuvaldepenyas.,"Valdepeñas, España",España,city
Me gusta el TFT un poco demasiado,"Valdoviño, Galicia",Galicia,city
,Valencia,Comunidad Valenciana,city
"Cuenta del Depto. de Industrias Alimentarias (CIPFP Ciutat de l'Aprenent)
También en  IG: @thegoodfoodtheory",Valencia,Comunidad Valenciana,city
La cocacola es de uso único y exclusivo pa’ el ron.,Valencia,Comunidad Valenciana,city
"Menjar, ballar, dormir, el café, la mar, una nit d'estiu i un bon llibre... ah sóc addicta a les creïlles fregides i a les palomites 🍟🍿",Valencia,Comunidad Valenciana,city
Subí a un árbol para ver el mundo.,Valencia,Comunidad Valenciana,city
"♀️✨
Todo lo q nunca digo",Valencia,Comunidad Valenciana,city
Enfermero.,Valencia,Comunidad Valenciana,city
"Periodista y narrador deportivo desde 1997. Hoy en Intereconomia Valencia(107.1 FM), columnista LAS PROVINCIAS y TV en @elchiringuitotv, @tot_APunt y @sillasgol",Valencia,Comunidad Valenciana,city
"#Design, #architecture and #building of #leisure projects, such as #water parks, #theme parks, #animal parks, #adventure parks, #theme swimming pools",Valencia,Comunidad Valenciana,city
#Periodista en @apuntnoticies. Inquieta sin posibilidad de cura.,Valencia,Comunidad Valenciana,city
"💬 #Marketing y #Comunicación en @IEM_BS • Colaboro en @WtmValencia y @circuitobucles • Mami de Elba y Gala • Danza, música y deporte, ¡siempre! •",Valencia,Comunidad Valenciana,city
Twitter no oficial de un militante en precario @Antonio_Arnau @AntonioArnau1,Valencia,Comunidad Valenciana,city
Instagram: @nacholeiva4,Valencia,Comunidad Valenciana,city
"Lcda. en Educación, mención Lengua y Literatura",Valencia,Comunidad Valenciana,city
Consultor. Estudié Ciencias Políticas cuando era una carrera indie. Flaneurismo y jazz.,Valencia,Comunidad Valenciana,city
Abogado y geógrafo-urbanista. Profesor de Derecho Administrativo en @UEValencia. Escribo sobre viajes y lugares en @lasprovincias.,Valencia,Comunidad Valenciana,city
Pensar en positivo,Valencia,Comunidad Valenciana,city
Escribo por todas aquellas veces en las que no me atreví a hablar. Escribo para llorar y reír a la vez.,Valencia,Comunidad Valenciana,city
Interiorista // Diseñadora de Interiores. Tec. Superior en Artes Aplicadas y oficios. Instagram: maykaramn,Valencia,Comunidad Valenciana,city
Guía Oficial de Turismo. Enamorado de #Valencia. Trabajo en San Nicolás con @mentavalencia y con quien quiera conocer Valencia.,Valencia,Comunidad Valenciana,city
Profesor de periodismo en la Universidad de Valencia y coeditor de La Página Definitiva,Valencia,Comunidad Valenciana,city
Si hablan mal de mi en mi ausencia es porque respetan mi presencia Haters gonna Hate.,Valencia,Comunidad Valenciana,city
"Papá de Guillermo David, Augusto Manuel y Luis Carlos; Hermano de Sergio Alejandro; Hijo de Luis Guillermo y Odalys del Valle; Tío de Luis A y Julio C",Valencia,Comunidad Valenciana,city
@helloboccachico,Valencia,Comunidad Valenciana,city
Ingeniero y Profesor de Informatica GVA,Valencia,Comunidad Valenciana,city
"Valencianista ,milenaria y amante de los animales",Valencia,Comunidad Valenciana,city
Optimizando y automatizando las ventas. Déjame que transforme tu método de ventas. Experto en marketing . Implantador y formador de sistemas CRM.,Valencia,Comunidad Valenciana,city
"Toc, toc, toc, Penny...Yo me llamo Ralph! Pato, pato, pato, pato, pato, pato... Me encanta jugar, detesto perder.
Soñar que no tenemos techo. Siempre VCF.",Valencia,Comunidad Valenciana,city
"Periodista de RTVE. Enganchada a los buenos cuentos. Leer y soñar. Aquí, mis opiniones.",Valencia,Comunidad Valenciana,city
"Fanatico de los tiburones de la guaira, Mineros de guayana, la juve, Italia.",Valencia,Comunidad Valenciana,city
Ñe,Valencia,Comunidad Valenciana,city
Apostando por tu familia. información y asesoramiento a #familiasnumerosas,Valencia,Comunidad Valenciana,city
"“Si saber no es un derecho, seguro será un izquierdo”. Directora @la_rambleta",Valencia,Comunidad Valenciana,city
"Die hard #SFGiants Fan, avid Golfer and all around fun guy to know!",Valencia,Comunidad Valenciana,city
"Piloto de @TeamForny, de un Rotary, y de un CRG X30",Valencia,Comunidad Valenciana,city
🏳️‍🌈,Valencia,Comunidad Valenciana,city
"Instituto de Investigación Sanitaria/Health Research Institute. Hospital Universitari i Politècnic La Fe, Valencia, Spain.

Área de Comunicación. 🔬📸📺📻📰",Valencia,Comunidad Valenciana,city
"Deseo, fe, amor, sexo, entusiasmo, romanticismo, esperanza. Cámbiate a ti mismo y cambiarás el mundo.",Valencia,Comunidad Valenciana,city
Para que la #primaveravalenciana les cueste caro a los politicuchos corruptos. No solo los valencianos...,Valencia,Comunidad Valenciana,city
Edición valenciana de eldiario.es,Valencia,Comunidad Valenciana,city
"ME ENCANTA VIAJAR Y LA AVENTURA, HAY QUE VIVIRLO TODO AUNQUE SEA UNA VEZ, SI SABES VIVIR, PUEDES VIVIRLO TODO. SUEÑA, PERO SOBRETODO VIVE",Valencia,Comunidad Valenciana,city
"Periodista. 
Amante del cine, los viajes y la literatura.",Valencia,Comunidad Valenciana,city
"Profesor de Economía Aplicada en la UV. Apasionado por el mundo del vino, la gastronomía y el deporte. Cofundador de @Verema y socio de @Rankia",Valencia,Comunidad Valenciana,city
"Bloguero, entrevistador, solucionador del mundo, pensador y, lo más difícil, valencianista.",Valencia,Comunidad Valenciana,city
"Periodista, protocolista, observadora runner // Todo en la vida es comunicación, comuniquémoslo bien",Valencia,Comunidad Valenciana,city
blah blah blah,Valencia,Comunidad Valenciana,city
"Docente UC. Carismatica, cariñosa, amable, respetuosa, responsable, trabajadora y me encanta viajar.",valencia,Comunidad Valenciana,city
"Asesor Fiscal, Contable, Laboral con más de 20 años de Experiencia, Valencia",Valencia,Comunidad Valenciana,city
Jurista⚖️  La libertad no es propiedad de nadie. Cuestionando y cuestionándome. http://instagram.com/emiliacampos,Valencia,Comunidad Valenciana,city
"Me gustan las noticias, politica.",Valencia,Comunidad Valenciana,city
capo dei capi,Valencia,Comunidad Valenciana,city
"Potenciando el talento y acompañando a la persona en @goalmanagement ⚽️

""El fútbol se hace menos dramático cuando lo ejecutan los que saben"" Marcelo Bielsa",Valencia,Comunidad Valenciana,city
"Apasionado del Social Media, la fotografía y la gastronomía (@VGastronomicos). En mi tiempo libre practico deportes, escucho música y viajo.",Valencia,Comunidad Valenciana,city
Ingeniero Técnico Industrial. Gerente Comunidad Valenciana PRySMA. Auditor cualificado por AENOR. Consultor. Padre. Marido. Guitarrista aficionado...mucho R'N'R,Valencia,Comunidad Valenciana,city
"coruñesa, siempre mirando al norte sin perder el rumbo",Valencia,Comunidad Valenciana,city
viviendo la vida komo puedo....,Valencia,Comunidad Valenciana,city
"Reporte del tránsito en la Gran Valencia y la Arc, durante el día, Lun-Vie por La X 102.7 FM-Valencia, #TuRadio #TuMúsica. @CircuitoX",Valencia,Comunidad Valenciana,city
Play Music.,València,Comunidad Valenciana,city
Companyia Teatre Micalet des de 1995 al Teatre Micalet. Programació en la nostra llengua al cor de la ciutat de València.,València,Comunidad Valenciana,city
"ND-TEA. Me gusta la sensación caliente y fría de los profiteroles
真実はいつもひとつ Bae: @onehellofarin
Bailo con el hula hoop. Biotecnóloga, denme trabajo o algo.",València,Comunidad Valenciana,city
AMUNT!!!!,València,Comunidad Valenciana,city
Del marítim fins el cel #AçòPassarà,València,Comunidad Valenciana,city
"Antonio J. Villena, periodista independiente con un proyecto en YouTube. Analizo al @valenciacf y la @SeFutbol. Vivo el deporte rey desde que tengo consciencia.",València,Comunidad Valenciana,city
Aprofundir en el canvi polític i fer-ho irreversible. Mai més un ciutat sense la seua gent.,València,Comunidad Valenciana,city
"nos llaman las perroflas, las punkis, las kostras, las k tienen cara d: t van a dar d hostiasss🌈🍀",València,Comunidad Valenciana,city
hasta el coño de todo,València,Comunidad Valenciana,city
"L'esmorzar, vici, tradició, necessitat pels valencians. Contacte: esmorzaret@icloud.com #LaCulturaDelAlmuerzo #LaCulturaDeLEsmorzar",València,Comunidad Valenciana,city
"Llicenciada en Periodisme i en Filologia Catalana. Ara em trobareu a @LQAPunt, a la televisió d'@apunt_media.",València,Comunidad Valenciana,city
Arquitecto de Libertades,valencia  ( ESPAÑA ),Comunidad Valenciana,city
,Valencia - España,Comunidad Valenciana,city
"Comunicador Social, Colombi🇨🇴🇨🇴, de Santiago de Cali, VC. @TropicalisimaFM @lacallefm @latinosfmvlc @radiosolalbal @radiounovlc @fiestafmvlc @Fmfactoria",Valencia - España,Comunidad Valenciana,city
Me alimento de vuestro desconcierto. #videomarketing + #webinars + formación + historias + 🐶 + ideas + 883.,Valencia • Madrid,Comunidad Valenciana,city
☆@PaulaTorada.☆,VALENCIA CITY,Comunidad Valenciana,city
🇪🇦| 𝐒𝐢 𝐞𝐬𝐭𝐚𝐬 𝐚𝐪𝐮𝐢 𝐞𝐫𝐞𝐬 𝐝𝐞 𝐜𝐨𝐧𝐟𝐢𝐚𝐧𝐳𝐚,Valencia Club de Futbol,Comunidad Valenciana,city
,Valencia España,Comunidad Valenciana,city
"estudiante,Otaku amante incondicional de one piece,amigo de mis amigos,de la tecnología y de la informática quien necesite hablar para desahogarse puede hacerlo",valencia España,Comunidad Valenciana,city
"Jose Miguel, Jomi para los amigos. Arquitecto. Cinéfilo. Seriéfilo. Eurovisión. Malvarrosero de nacimiento, ruzafeño de adopción Instagram: @jomito84",Valencia ESPAÑA,Comunidad Valenciana,city
No es que yo fuera superior. Es que los  demás eran inferiores',València España,Comunidad Valenciana,city
Vicepresidente del Colegio de AAFF de Valencia y Castellón @CAFValencia - AF Colegiado - Abogado - Árbitro - Mediador,Valencia y Castellón,Comunidad Valenciana,city
Moda Mujer desde la tallas S hasta la 5 XL. Tiendas en la España y Cuba. #yovistodeolivia,Valencia-La Habana,unknown,city
"La apertura crítica ante el mundo del que somos parte no es garantía y, sin embargo, abre la esperanza de otro camino. Sociología(UV). Economía del Bien Común",València-mareny de barraquetes,Comunidad Valenciana,city
,"valencia, benicalap",Comunidad Valenciana,city
handy wandy ☯️,"Valencia, Comunidad Valenciana",Comunidad Valenciana,city
"Licenciada en BBAA
Profesora de Oficina de proyectos de construcción en Valencia
¡Aprender hoy es construir mañana!","Valencia, Comunidad Valenciana",Comunidad Valenciana,city
"Yo,yo misma e Irene ♀.                                                                              • Ganadora de un oscar,mejor persona • 🐒👾","Valencia, Comunidad Valenciana",Comunidad Valenciana,city
,"Valencia, Comunidad Valenciana",Comunidad Valenciana,city
Dialoguem el feminisme q inclou la veu d totes les dones.Lluitem contra la VdG des educació basada evidències científiques. http://seminari-vlc.tk/sherezade/,"València, Comunitat Valenciana",Comunidad Valenciana,city
"Me gusta Star Wars, el Cine y la lectura. A veces escribo cosas. Sígueme y te sigo!

http://zonalibera01.blogspot.com","Valencia, España",Comunidad Valenciana,city
"Psicóloga opositora PIR y trabajadora autónoma. Vida social: un poco, pero no mucho.","Valencia, España",Comunidad Valenciana,city
😊,"Valencia, España",Comunidad Valenciana,city
"Valencia, 25 años","Valencia, España",Comunidad Valenciana,city
Alba Huidobro Blanco ✨,"Valencia, España",Comunidad Valenciana,city
"Me paso la vida editando
Jugadora de ultimate Frisbee 
técnico superior en realización de proyectos audiovisuales y espectáculos
Estudiante de animación 3D","Valencia, España",Comunidad Valenciana,city
"Venezolana 🇻🇪,♎ , Gloria a Mi Bravo Pueblo.
I am a runner ,  😍 I love Running 🏃💕. Fly me to the Moon 🎵🎶🎼Frank Sinatra. 💕","Valencia, España",Comunidad Valenciana,city
,"Valencia, España",Comunidad Valenciana,city
Escritora. Autora del libro solidario: Un Sueño Hecho Realidad. Sobreviví a los 50. Compañera Cándida. Ausencia. Felina de corazón. Soñadora incansable,"Valencia, España",Comunidad Valenciana,city
#Medicina de familia. Médico de cabecera. #MFyC . Actualizándome y practicando deporte. Si me encuentras seguramente sea #QuedateEnCasa,"Valencia, España",Comunidad Valenciana,city
"Cine, lectura, música, fotografía, arte, cultura, periodismo, escribir y otras cosas del vivir...","Valencia, España",Comunidad Valenciana,city
💪🦍🏋🏻👫🏻,"Valencia, España",Comunidad Valenciana,city
He tornat.Antifeixista o radical de esquerres com vulgau diro. Baixista com a forma de vida. No m’agrada la paella,"Valencia, España",Comunidad Valenciana,city
Enfermera de UCI de Adultos de La Fe. Enamorada de su profesión y de la vida en general,"Valencia, España",Comunidad Valenciana,city
"Consultores & Asesores de empresa #estrategia #finanzas, fiscal, laboral, contable, legal | El apoyo en la gestión y mejora de tu negocio","Valencia, España",Comunidad Valenciana,city
"LY 
Bailar es simplemente descubrir -Martha Graham-
👑Royal Family👑","Valencia, España",Comunidad Valenciana,city
Hola,"Valencia, España",Comunidad Valenciana,city
"Secretaría Gral de @Confecomer¢ CV, Confederacio d empresaris del comer¢ serveis i autonoms de la CV","Valencia, España",Comunidad Valenciana,city
Pedagoga enamorada de la educación inclusiva y transformadora basada en evidencias. Soñando un mundo mejor!!!,"Valencia, España",Comunidad Valenciana,city
"Abriendo puertas 🚪#viajar🏖️🏝️🛫⛵🚙,  #paella🥘, tortilla de patatas. #valenciacf

Descubriendo un lugar llamado #mundo 🗺️ #seo #sea #valencia","Valencia, España",Comunidad Valenciana,city
Abogado en @ferranabogados,"Valencia, España",Comunidad Valenciana,city
👛💖🌸,"Valencia, España",Comunidad Valenciana,city
ʕ ꈍᴥꈍʔ  🏳️‍🌈  (◕ᴗ◕✿),"Valencia, España",Comunidad Valenciana,city
"Creador de @deswebcom y @EscuelaIT. Emprendedor, apasionado de Internet y el desarrollo web.","Valencia, España",Comunidad Valenciana,city
Soy nuevo en esto,"Valencia, España",Comunidad Valenciana,city
"Actualmente he acabado mis estudios de Administración y Finanzas, y a falta del proyecto final el de laboratorio clínico y biomédico. 👩‍🔬","Valencia, España",Comunidad Valenciana,city
Apasionado del Valencia c.f y del mundo fallero.,"Valencia, España",Comunidad Valenciana,city
"A man who simply admire the women body.  
Fakes of ordinary women in a sexy body.
The worse fakes of twitter, only let your imagination fly.","Valencia, España",Comunidad Valenciana,city
21 / sólo se lo que se / guarrete / adicto a jugar /,"Valencia, España",Comunidad Valenciana,city
Valencia 🤎 || borracho pero buen muchacho :)),"Valencia, España",Comunidad Valenciana,city
"Escribo mis letras y me las rapeo en ritmos de rap, trap, R&B y incluso reggaeton xk no😅.. Amante de la buena música en general COMUNISTA  .
GEOPOLITICA","Valencia, España",Comunidad Valenciana,city
"Amante de la música 🎧 y las fallas 💥
 Farmacia y Nutrición en la UV 🔬🍏
Instagram: @RebecaGP97","Valencia, España",Comunidad Valenciana,city
Soy Nacida bajo el signo de Leo.  Graduada  en Ciencias Comerciales y abogada.,"Valencia, España",Comunidad Valenciana,city
Ct Huracan 🏊🏼‍♀️🚴🏻‍♀️🏃🏻‍♀️ Puedo porque pienso q puedo💪🏽,"Valencia, España",Comunidad Valenciana,city
"#quedateencasa
#estopasara
💪","Valencia, España",Comunidad Valenciana,city
"paciente, servicial, amor a Dios","Valencia, España",Comunidad Valenciana,city
Dicen que hay...,"Valencia, España",Comunidad Valenciana,city
"Estudio matemáticas en la UV y me como la cabeza, pero vamos tirando. @filihircus","Valencia, España",Comunidad Valenciana,city
"Trabaja en Novartis. 
@NovartisSpain. Opiniones ajenas a la empresa.","Valencia, España",Comunidad Valenciana,city
🇬🇶🇬🇦🇹🇬¿Y si nos exigiéramos más de lo que exigimos a los demás ?,"Valencia, España",Comunidad Valenciana,city
Indeciso,"Valencia, España",Comunidad Valenciana,city
Estoy aqui para divertirme Twitter,"Valencia, España",Comunidad Valenciana,city
"Paladín Mano de A'dal.
Valencianí.
Es difícil vencer a quien nunca se rinde ✨","Valencia, España",Comunidad Valenciana,city
un trozo de carne que no dice nada,"Valencia, España",Comunidad Valenciana,city
| #INSTAGRAM 📸 http://instagram.com/amuntvalencia_1 |Del @valenciacf en las buenas y en las malas.,"Valencia, España",Comunidad Valenciana,city
"Cuenta para apoyar a  mi actor favorito 😍 William Levy @willylevy29 y a mi equipo el @Valenciacf 
Mi instagram 👉 @beaamuntvcf79","Valencia, España",Comunidad Valenciana,city
UPV 👨🏾‍💻,"Valencia, España",Comunidad Valenciana,city
Servicio de Medicina Interna. Unidad Médica de Corta Estancia y Asistencia Sociosanitaria. Unidad de Enfermedades Infecciosas. Hospital La Fe,"Valencia, España",Comunidad Valenciana,city
"Director Grupo Enova / Conferencista/ Autor y  Consultor SGA (ISO 55000), Mantenimiento & Confiabilidad","Valencia, España",Comunidad Valenciana,city
"26. 
Trader.
Entrenador Personal. 
Marketing Digital.","Valencia, España",Comunidad Valenciana,city
Hola deseas  ver lo rico que es el placer y la pasión dannatrans sigueme y difruta http://onlyfans.com/dannatrans sigueme,"Valencia, España",Comunidad Valenciana,city
Ningún soñador es pequeño y ningún sueño es demasiado grande 👟⚽,"Valencia, España",Comunidad Valenciana,city
"Trabajador Social, cristiano, defensor de los Derechos Humanos y del Derecho a Migrar y a no tener que hacerlo #CIEsNO #VLCsenseCIE","Valencia, España",Comunidad Valenciana,city
"999




sexo","Valencia, España",Comunidad Valenciana,city
Plan B,"Valencia, España",Comunidad Valenciana,city
"My name's Juanvi, got it memorized?

Me gusta el anime, el manga, los videojuegos, series y pelis.

Redacto noticias y reseñas en @RamenParaDos","Valencia, España",Comunidad Valenciana,city
Instagram: javiialiaga7,"Valencia, España",Comunidad Valenciana,city
"✝️Cristiana. 🇪🇺🇧🇬🇪🇸Europea. 🕯de la Verdad, sea cual sea y, 🎈de la Libertad, cueste lo que cueste. 👩🏻‍⚕️Enfermera. 🚺Feminista-Antiglobalista😈","Valencia, España",Comunidad Valenciana,city
VALENCIA,"Valencia, España",Comunidad Valenciana,city
"𝚂𝚙𝚛𝚒𝚗𝚐 𝟷𝟿𝟿𝟼 ||
𝚊𝚍𝚖𝚒𝚗𝚒𝚜𝚝𝚛𝚊𝚝𝚒𝚘𝚗 & 𝚏𝚒𝚗𝚊𝚗𝚌𝚎 ||","Valencia, España",Comunidad Valenciana,city
estaba tan triste que me puse a bailar,"Valencia, España",Comunidad Valenciana,city
🥝🥝🥝                              @achungana1,"Valencia, España",Comunidad Valenciana,city
save me,"Valencia, España",Comunidad Valenciana,city
No sé hacer esto.,"Valencia, España",Comunidad Valenciana,city
🎶❤!,"Valencia, España",Comunidad Valenciana,city
Estudiante de medicina en UV👩🏼‍⚕️/ Powerlifter💪🏻/ Fabio Giménez Ramírez❣️,"Valencia, España",Comunidad Valenciana,city
No ha nacido quien me dicte las opiniones. SIGUEME Y TE SIGO.,"Valencia, España",Comunidad Valenciana,city
"Som un grup de veïnes i veïns del Cabanyal farts del incivisme, de la droga, del soroll, de viure tancats en casa amb por. 
Anem junts a recuperar el carrer.","Valencia, España",Comunidad Valenciana,city
"Intento no olvidar ser mejor persona cada día y limar mis defectos, pero no siempre me sale. Gay, esposo, padre. Tolerancia y respeto.","Valencia, España",Comunidad Valenciana,city
"El tiempo no va pa' atras✡️




































 Instagram👥 @luiis.jx
































🏆⚪⚫🏆","Valencia, España",Comunidad Valenciana,city
"""¡Español sois sin duda! Y lo soy, lo he sido y lo seré mientras que viva. Y aun despues de ser muerto ochenta siglos.""","Valencia, España",Comunidad Valenciana,city
y que el fin del mundo nos pille bailando ✨,"Valencia, España",Comunidad Valenciana,city
De paseo nada más...no intentes comprenderme por que me la pela.Directo al grano y sin contemplaciones,"Valencia, España",Comunidad Valenciana,city
Un tano en Valencia. Pariente de Johnny Tolengo,"Valencia, España",Comunidad Valenciana,city
VCF. Imagen para el Diagnóstico. Sanidad como forma de entender la vida. Lvl 24,"Valencia, España.",Comunidad Valenciana,city
"Insta: srtarodriguez18 |
El ardor solo se cura ardiendo.","Valencia, España.",Comunidad Valenciana,city
"🕵ᴄᴀᴍɪsᴇᴛᴀ ᴄᴏɴғᴏʀᴛᴀᴠᴇʟ/18ʏ/Você e muito mais que linda,muito mais que perfeita.🕵","Valencia, Espanha",Comunidad Valenciana,city
🦓🐆🦒🐘🐅,"València, Espanya",Comunidad Valenciana,city
"Dermatólogo, dedicado al melanoma, me gusta el heavy, el deporte, y las risas. Amunt Valencia!","València, Espanya",Comunidad Valenciana,city
"Professor del Departament de Filologia Catalana de la Universitat de València. Coordinador Grau en Filologia Catalana. Pragma. Discurs, Ling. Cogn. Gram. hist.","València, País Valencià",Comunidad Valenciana,city
"Demòcrata, Valencià i Europeísta 🇪🇺.","València, País Valencià",Comunidad Valenciana,city
Soy Pani (TheBoss) y he vuelto para dar por el culo a los hijos de puta. Siempre vuelvo. Siempre ✊,"València, PV - Lynchburg, TN",Comunidad Valenciana,city
Always in a state of flux ...,"Valencia, Republic of Spain. ",Comunidad Valenciana,city
"Business & Career Coach. Teacher & Trainer. Founder of LinkedEnglish and MaxiCareerCoaching, Inspiring Careers Podcast. Digital Nomad Mom. Breathing. Learning.","Valencia, Spain",Comunidad Valenciana,city
Hagamos el humor,"Valencia, Spain",Comunidad Valenciana,city
“Welcome to the culto destroy”,"Valencia, Spain",Comunidad Valenciana,city
Periodista y Community Manager 💻 En mi blog te enseño la #Valenciahappy 🚲 Mis temas preferidos: el cine 🎬 y las series 📺😉,"Valencia, Spain",Comunidad Valenciana,city
* ❀  u cute noseq  ❀ *,"Valencia, Spain",Comunidad Valenciana,city
"Apoyando a Nuevas Ideas incondicionalmente, pero acarriando un CHILILLO para los que se crean eximidos d falta por estar bajo nuestra bandera. ¡SEAMOS ÍNTEGROS!","Valencia, Spain",Comunidad Valenciana,city
Periodista de datos y editor en @valenciaplaza. A ratos me paso por @EFE_CValenciana.,"Valencia, Spain",Comunidad Valenciana,city
Enamorada 💯% de la vida. Amo el ☀️ los #Atardeceres y si son en la playa... más 🥰,"Valencia, Spain",Comunidad Valenciana,city
TDAH,"Valencia, Spain",Comunidad Valenciana,city
En una reunión. http://twitch.tv/wysei,"Valencia, valencia",Comunidad Valenciana,city
,"Valencia, Valencia",Comunidad Valenciana,city
Valoración de libros y películas. Libros en pdb. Noticias de actualidad. Síguenos en Facebook: http://es-es.facebook.com/pages/Almudiorg/124509257561607,Valencia. España,Comunidad Valenciana,city
pvto el que lo lea,"Valga, España",España,city
•El tiempo sana pero también mata.•,Valladolid,Castilla y León,city
"Vallisoletano,
incondicional del Real Valladolid y apasionado por el Golf",Valladolid,Castilla y León,city
,valladolid,Castilla y León,city
Periodista. Contando los deportes en @rtvcyl,Valladolid,Castilla y León,city
Showtime | Madridista | Laker | Stark. Aprobado en buen gusto. Viviendo y dejando vivir. Carry On.,Valladolid,Castilla y León,city
Quality engineer at Michelin. Industrial engineer. #Industry40 #engineer. Everything is possible if you trust yourself 🦾⚙️👩🏻‍💻🙋🏻‍♀️,Valladolid,Castilla y León,city
i want to make you happy!! because seeing you smiling makes me happy,VALLADOLID,Castilla y León,city
"Adoro a los animales, vegana, paranormal...  #Valladolid  #tauromaquiaesviolencia #lobovivo Más roja que La pasionaria",Valladolid,Castilla y León,city
"Ingeniero técnico forestal , diseñador gráfico, fotógrafo, Community manager, co-director Festival @CortosRodinia",Valladolid,Castilla y León,city
Aprendiz d la termodinámica,Valladolid,Castilla y León,city
"Según una señora de Twitter: ""Agarras el vaso con dos manos y aún así se te cae encima, vamos que tienes lo justito para pasar el día"".",Valladolid,Castilla y León,city
VLL📍- BCN💙 | Árbitro de fútbol⚽️ | Educación Primaria (UVa)📚,Valladolid,Castilla y León,city
Fotografía I REAL MADRID ⚽❤I -  INSTAGRAM - AnaMaria95a -,Valladolid,Castilla y León,city
"Soñando, Bailando, Corriendo y Cambiando",Valladolid,Castilla y León,city
Looking for my ticket to a higher place,Valladolid,Castilla y León,city
Los verdaderos amigos son los que están en los momentos buenos y en los MALOS!!,Valladolid,Castilla y León,city
"Te echo tanto de menos que todo me recuerda a ti,Andy&Lucas [IX'V'MMXV]♥ Pablo Moreno de Alboran♥Jesús Castro ♥ Abuela❤
16deEnero2017💘💏",valladolid,Castilla y León,city
Me completo contigo  @FrenteDeIzdas,Valladolid,Castilla y León,city
INFORMACIONES DE ACTUALIDAD DESDE UN PUNTO DE VISTA ANARQUISTA,Valladolid,Castilla y León,city
"Me apasiona el rugby 🏉, el fútbol, la NFL 🏈 #GoPats, el cine y el rock&roll 🎸, me encanta viajar ✈, prototipo de rugbier y Tr3s Cu4rtos del @RugbyArroyo",Valladolid,Castilla y León,city
"El necio afirma, el sabio duda y reflexiona..",Valladolid,Castilla y León,city
Orientadora Laboral,Valladolid,Castilla y León,city
Cuenta oficial del Grado en Estadística de la Universidad de Valladolid.         #Estadística + Informática = #INdat_UVa,Valladolid,Castilla y León,city
comentarista de castilla y león es-radio 102.8,valladolid,Castilla y León,city
Director creativo y señor en babia 24/7. Co-fundador Microbio.,Valladolid,Castilla y León,city
Sangre 100% blanquivioleta recorre mis venas. 💜⚪️💜⚪️💜⚪️,Valladolid - ESPAÑA,Castilla y León,city
"Asesor financiero-fiscal | Socio-Director en @TRESSISsv | ®CESGA, ®EFA y ®EFP (Delegado Territorial en CyL @efpa_es) | Licenciado en ADE & CAF en @ICADE_CCEE",Valladolid - Madrid,Castilla y León,city
me encanta probar productos y dar mi valoracion y opinion,"valladolid ,la  cisterniga",Castilla y León,city
Turismo y artes escénicas como forma de vida. As melhores histórias ficam nas páginas dum passaporte. ♥️🎭🗺✈🇪🇦🇮🇹🇨🇵🇬🇧🇩🇪🇵🇹,Valladolid-Bordeaux,Castilla y León,city
Médico Familia (SACYL)M.Interna/M.Familia/Bioética.Fundadora PACYL y PALIATIVOS SIN FRONTERAS Tutora MIR MFYC.Master Bioetica.SEDEM .Vicepresidenta AEBI,Valladolid-España,Castilla y León,city
El único día que importa es hoy,Valladolid-Nava de la Asunción,Castilla y León,city
,"Valladolid, Castilla y León",Castilla y León,city
"Nacido en  Alemania. Vallisoletano de  toda la vida  amante de mi tierra. Gusto por la moto y rodearse de gente.
Casado y con un niño al que quiero con locura","Valladolid, Castilla y León",Castilla y León,city
"Excanterano del Real Valladolid, C.D Palencia y Juventud Torremolinos 3ª División Nacional

18mi vida entera  TeAmo Solo tú
31❤️ iago🤰","Valladolid, Castilla y León",Castilla y León,city
tifosi di leclerc da prima ora.,"Valladolid, España",Castilla y León,city
"Revista Sociología y Tecnociencia   -   
Journal of Sociology and Technoscience","Valladolid, España",Castilla y León,city
"I WILL NOT NOT BE RICH.                                 

Valladolid/Nápoles.🌍💫Cuenta cine IG🎬: @lostinmoviesart
Canal YouTube: https://youtu.be/_eUqmX7FQtQ","Valladolid, España",Castilla y León,city
,"Valladolid, España",Castilla y León,city
??????,"Valladolid, España",Castilla y León,city
C.D.Arces⚽💙,"Valladolid, España",Castilla y León,city
"Arquitectura en la UVa             Presidente @thegrand_cast    
Director de teatro en @csjva     
Actor en @teatroartist LC_Team @CyO_LC   Seguidor del @Atleti","Valladolid, España",Castilla y León,city
aceptamos el amor que creemos merecer,"Valladolid, España",Castilla y León,city
Proyecto de sensibilización medioambiental para niñas y niños a través de #gamificacion #ODS  #sostenibilidad #educacion,"Valladolid, España",Castilla y León,city
Uniendo pequeñas casualidades.,"Valladolid, España",Castilla y León,city
"Everytime I try to fly I fall, without my wings I feel so small.","Valladolid, España",Castilla y León,city
"Aquí tan solo para denunciar a la Gestapo social-comunista de @TwitterEspana, liderada por @NathaliePicquot quién persigue a la gente por su ideología ✋","Valladolid, España",Castilla y León,city
Borracho las 25h del dia Si te descuidas te joseo https://www.instagram.com/p/B4iXof0ClZG/?igshid=1rgtnbf7u66ru amigasas,"Valladolid, España",Castilla y León,city
"Aficionado al fútbol,balonmano,deporte en general.Real Valladolid y Real Madrid son mi pasión.Antitaurino.Animalista.FunkoPOPadicto. Pasión por los videojuegos","Valladolid, España",Castilla y León,city
"Valladolid 
https://www.instagram.com/dani.lo99/","Valladolid, España",Castilla y León,city
